ID,AreaType,RegionName,NVotes,Leave,Postals,Residents,Households,MeanAge,AdultMeanAge,Age_0to4,Age_5to7,Age_8to9,Age_10to14,Age_15,Age_16to17,Age_18to19,Age_20to24,Age_25to29,Age_30to44,Age_45to59,Age_60to64,Age_65to74,Age_75to84,Age_85to89,Age_90plus,White,Black,Asian,Indian,Pakistani,Owned,OwnedOutright,SocialRent,PrivateRent,NoQuals,L1Quals,L4Quals_plus,Students,Unemp,UnempRate_EA,HigherOccup,RoutineOccupOrLTU,Density,Deprived,MultiDepriv,C1C2DE,C2DE,DE
76,E07,West Midlands,3888,2437,P,7025,3068,44.5,52,4.4,2.5,1.8,5,1.4,2.6,2.2,5,5.1,18.3,20.3,8.5,12.3,7.8,2.1,0.8,97.2,0.8,1.9,0.9,0,80.3,37.4,8.8,9.7,25.1,13.5,24.1,2.9,3.5,5.1,36.3,36.1,29.2,55.9,23.4,77.3,45.3,19.1
77,E09,London,6679,3162,P,14409,5015,35.8,44.3,8,3.9,2.3,5.5,1.2,2.2,2,6.6,9.2,25.7,17.5,4.1,6.6,4,1,0.3,51,12.5,29,11.7,3.9,60.8,20.7,8.3,29.2,17.8,11.2,30.2,6.1,4.9,6.7,30.1,40,43.7,63.7,27.8,79.6,51.7,24.2
78,E06,East Midlands,6849,4523,P,16862,7345,38.8,49,7.1,4.1,2.7,7,1.5,3,3,5.6,6.1,18.8,18,5.6,7.9,5.7,2.5,1.2,80.7,11.5,6.5,1.5,2.7,47.5,15.7,41.2,9.4,41.9,15.6,11.6,3.9,7.4,12.4,17,65.4,33.8,76,45.6,92.2,70.2,44.5
79,E07,North West,2648,1666,NP,5329,2415,42,50,5.5,3,2,5.1,1.2,2.5,2.3,5.8,5.6,18.6,21.4,8.1,11,5.9,1.1,0.9,99.3,0.2,0.3,0.1,0,83.2,33.7,5,11.1,21.7,13.6,19.3,2.1,4.1,6,29.2,49.5,7.5,60.1,28,83.7,54.1,24.4
80,E06,North West,1426,904,P,1932,829,43.8,50.7,4.8,2.1,1.4,4.7,1.1,2.3,2.4,5.1,4.2,18.1,26.8,8.8,11,5.5,1,0.5,98.2,0.5,1,0.5,0,91.5,40.9,0.6,7.1,20.1,11.3,29.3,3.4,2,2.8,39.9,31.8,1.8,47.3,17.7,71.5,39.6,17.4
81,E08,North West,5874,3796,P,12535,5457,37.6,46.4,7.2,3.7,2.3,6.1,1.2,2.5,2.4,6.6,7.6,21.6,19.6,5.9,7.4,4.1,1.1,0.6,94.3,1.3,4,1.2,1.1,62.3,19.1,24.4,12.4,29.7,15.9,15.3,2.8,5.3,7.5,23.9,53.3,34.6,63.7,31.5,88,60.1,31.9
82,E08,West Midlands,10015,6793,P,25402,10354,36.7,46.8,7.3,4.3,2.7,7.5,1.5,3,2.9,6.6,6.7,20.4,17.9,4.3,7.4,5.6,1.3,0.6,75,13,10.6,1.7,5.1,47.6,15.7,37.9,12.5,37.7,15,13.4,4.6,8.4,12.9,19.7,60.8,30,72.5,39.4,89.7,64.7,41
83,E08,West Midlands,6418,3589,P,16601,5429,33,43.8,9.1,5.3,3.2,8.3,1.5,2.9,2.7,8.2,8.5,20.7,14.5,3.8,5.9,3.8,1,0.5,37.8,5.3,54.7,15.7,20.7,60.6,24,20,17.5,33.5,13.9,16.4,6.8,8.4,14,18.2,63.1,46.3,72.4,39.8,88.9,67,45.9
84,E07,South East,3496,1445,P,4207,1664,44.3,53,4.9,2.6,2,6.2,1.2,2.9,2,3.7,3.4,18.1,21.8,8.9,12,7.4,1.6,1.4,97.6,0.5,1.5,0.3,0,86.4,37.2,4.6,8.1,17.7,11.9,37.8,2,1.5,2.1,45.3,27.3,3.4,43,11.7,63.1,33.6,12.7
85,E07,East of England,4196,816,P,7900,1718,31.6,34.3,2.8,1.9,1.4,3.2,0.4,1,11.4,30.1,12.2,14,9.2,2.9,4.2,3.3,1.2,0.8,80.4,1.5,15.3,3.1,0.8,56.7,37.1,7.8,32.4,1.7,1.5,55.3,59.6,0.9,2.7,73,12.1,18.2,40.4,7.8,37.5,9.6,5.8
86,E07,East of England,2593,1087,P,4701,1885,42.9,52,4.3,3.4,2.5,7.3,1.5,2.6,1.9,3.5,3.2,18,24.2,8.2,11.5,6,1.2,0.6,97.3,0.8,1.4,0.4,0.1,75.1,32,12.7,8.8,16.6,11.2,39.5,2.2,2.1,2.9,47.8,24.4,0.5,43.7,14.1,60.1,33.8,12.4
87,E06,North West,2651,1723,P,7059,3163,37.4,46.9,7.9,4.1,2.6,6,1.7,2.3,2.5,7.1,7.7,19.9,17.9,5,8.1,5,1.2,1,91.7,1.1,6.5,0.9,3.7,54.7,21.5,18.1,25.2,35.4,15.6,12.9,3.3,7.3,11.8,17,62.7,41.3,73.5,39.9,91.3,69.1,45.7
88,E09,London,5513,2840,P,11701,3730,35.7,43.8,7.1,3.8,2.1,6,1.3,2.6,2.1,8.2,10.2,22.7,18.2,4.3,6.1,3.9,0.8,0.5,34.7,11.6,49.1,31.1,3.7,59.9,23.3,9.4,28.8,22.5,11.2,29.4,8.1,5,7.1,27.7,39.6,85.7,65.8,30.9,81.8,54.2,27.2
89,E06,South East,4895,3234,P,10476,4013,34.3,43.5,7.8,4.1,2.4,7.6,1.5,2.9,2.8,7.1,7.4,23.3,20,5,5,2.4,0.6,0.3,92.5,4,2.9,1.4,0.2,73.4,14.8,12.9,12,19.8,19.1,18.2,2.7,4.6,6,29.6,43,53.7,52.2,20.8,84,51.9,22.6
90,E08,North East,5015,3137,P,11092,5003,41.7,49.9,5.3,3.3,2.2,5.6,1.2,2.4,2.5,5.7,6,18.1,20.7,7.8,11.5,5.8,1.3,0.6,98.8,0.4,0.6,0.3,0.1,61.1,25.4,27.9,10.3,34.5,15.2,14.2,2.9,5.1,8.5,20,58.2,7.3,69.4,37.2,89.2,63.7,36.7
91,E09,London,5721,1591,P,11871,5579,35.6,41.1,5.7,2.3,1.6,4.3,1,1.8,1.9,8.4,15.6,28.2,15.7,3.8,5.4,3.4,0.8,0.2,74.4,11.2,9.7,1.6,0.1,31.8,12.8,41.9,23.9,17.3,7.3,53,7.8,5.2,7.1,55.9,27.1,150.4,58.5,27.6,57.3,28,18.5
92,E07,East of England,1475,592,P,2176,866,42.1,51.9,6,3.5,2.7,6.3,1.8,2.4,1.6,4.5,3.3,16,24.6,7.8,12.6,5.5,1.2,0.2,97.6,0.9,1.3,0.7,0,80.1,35.4,12.6,5.9,14.9,11.2,43.2,2.3,1.8,2.6,51.5,21.2,1.5,41.1,11.8,51.7,25.1,7.9
93,E07,East of England,5399,2960,P,10640,4756,36.4,44.3,8.2,3.3,1.9,4.9,1,2.1,2.7,7.9,10.1,22.6,17.8,4.8,7,4.1,1.2,0.4,92.9,2.6,3.4,0.5,0.1,48.3,15.6,32.8,17.8,26.8,17.1,17.6,3.5,6.2,8.4,24.3,54.7,19.3,62.1,27.8,87.9,62.1,35
94,E09,London,4487,2169,P,11219,3414,38.5,46.1,5.5,3.1,1.9,6,1.4,2.7,2.4,7.8,9.1,19.7,20.4,5.7,8.1,4.7,1,0.5,27.4,8.3,61.5,47.7,3.5,76.1,31.1,3.3,18.3,17.9,11.8,34.1,8.2,4.3,6,35,34.5,65.2,59.1,21.7,73.9,42.6,21.9
95,E09,London,5873,2906,P,13495,3630,34.5,42.7,7.2,3.8,2.5,6.4,1.2,2.7,2.5,9.3,10,23.3,16.7,3.8,5.9,3.7,0.6,0.2,6.3,7.8,81.5,47.1,14.9,56.3,25.5,13.3,27.1,23.8,13,21.9,11.8,6.1,9.6,17.4,65.2,85.3,81.4,46.1,92.2,71.1,45.3
96,E08,Yorkshire and The Humber,7355,4901,P,18020,7344,36,46.1,8.2,4.7,2.6,6.9,1.5,2.7,2.4,6.7,7.9,19.3,19,5.3,6.6,4.9,1.1,0.3,87.2,3.2,8.6,0.8,5.3,60.6,18.5,22.2,15.8,31.9,16.6,13.8,3.2,6.8,9.7,21.1,55.9,46.9,66.3,32.2,90,62.3,36.2
97,E08,Yorkshire and The Humber,6296,3576,P,20704,7154,31.1,42.4,10.8,5.5,3.6,8.1,1.6,3,2.8,7.7,9.1,21.7,13.8,3.2,4.6,3.1,0.9,0.5,42.7,4.2,50.3,4.2,32.9,56.3,22.5,18,22.9,37.7,15.6,12.6,6.5,9.3,15.4,14,66.9,39.8,77.4,43.6,92.2,70.9,52
98,E08,West Midlands,7914,4682,P,12210,5121,44.4,52.1,4.3,2.6,1.9,5.5,1.1,2.6,2.4,5.1,4.6,17.4,22,8,11.8,7.1,2.2,1.3,92,1.8,5.7,3.2,0.8,86.2,39.3,6.4,6.3,21.5,13.1,28,3,3.3,4.7,40.1,31.2,18,51.9,20.4,70.9,36.4,15.5
99,E09,London,6899,4347,P,12886,5114,44.1,52.4,4.4,2.8,2.1,6.2,1.3,2.6,2,5.3,4.6,17,21.7,7.5,10.3,8.3,2.6,1.3,95.2,1.5,2.7,0.9,0.2,90.1,39.3,2,7.1,19,15.1,27.9,3.2,2.5,3.5,43.8,22.2,5.9,48.5,15.3,67.3,31,12.2
100,E06,East of England,2455,1282,P,3393,1376,43,51.7,3.8,2.8,2.4,7.3,1.7,2.8,2.4,4.3,3.1,16,26.1,8.5,11.7,5.6,0.9,0.6,97.5,0.8,1.2,0.3,0.1,78.6,34.9,9.9,9.3,15.5,11.3,37.4,2.7,2.2,3.1,46.6,24.2,0.4,42.6,13.4,63.8,33.5,12
101,E08,North West,8548,4021,P,15834,6673,41.7,50.9,5.2,3.8,2.3,6.4,1.3,2.8,2.2,5.3,4.9,18.4,20.8,6.7,9.9,7,1.9,1.1,97.6,0.5,1.6,0.3,0.1,78.5,30.7,10.9,9.5,20.6,12.5,27.7,3.3,3.7,5.3,37.2,38.9,16.8,55.2,24.1,77.4,43.9,22.8
102,E07,East of England,4796,1909,P,7546,3060,42.1,51.4,5.2,3.2,2.2,6.7,1.4,3.4,2.6,4.9,4.2,17.7,20.7,7.4,10.2,7.2,2,1,86.8,3.6,8.4,4.5,0.3,69,32.6,20.1,9.6,15.8,11,40.2,3.9,3.2,4.6,48.2,28.4,16.8,48.5,16.6,57.5,31.4,16.1
103,E09,London,7910,3944,P,14355,5609,39.5,49,6.4,4,2.2,6.6,1.4,3.1,2.6,6.6,5.4,17.4,21.5,6.1,8.4,5.9,1.7,0.7,69.1,16,12.2,4.4,1.4,71.3,27.3,20.6,6.9,19.1,15.4,27.1,4.6,4.6,6.5,37.1,31.8,52.6,56.8,21.5,75,40,19.4
104,E08,North West,6006,3829,P,12758,5439,37.9,47.1,7.2,3.8,2.3,6.1,1.4,2.9,2.5,6.5,6.1,20.7,20.3,6.5,7.8,3.9,1.2,0.6,95.4,1.3,3,1.4,0.4,61.4,18.9,26.7,11,27.9,15.4,18.1,3,5.9,8.6,26.7,50.1,23.3,61.9,30.9,84.7,56.7,30.3
105,E09,London,5506,1668,P,11538,5307,34.8,39.1,4.7,2.1,1.4,3.4,0.7,1.4,5.7,13.2,12.6,27.1,15.8,3.8,3.9,3,0.9,0.3,70.7,11.4,13.6,2.4,0.7,28.1,11.3,43.7,26.1,15.1,7.1,47.9,19.3,4.3,6.4,54.8,28.6,126.6,60.4,26.5,59.1,29.2,20.1
106,E07,East of England,5061,1149,P,9290,3873,34.2,38.7,5.9,2.2,1.4,2.8,0.6,1.3,3.1,14.7,14.1,29.2,13.4,2.9,3.9,3.2,0.9,0.6,84.4,2.9,10,2.2,0.6,44,16.2,13.4,41.1,10.7,5.5,55,18.3,2.2,2.9,56.6,26.5,64.1,45.6,17.4,58.1,24.5,13.8
107,E06,East of England,2728,1155,P,8588,2813,32,42.2,9.8,4.9,2.9,7.5,1.4,3.6,3.3,7.4,9.1,23.7,14.1,3.1,3.9,4.2,0.9,0.2,40.2,8.7,48.3,6.5,23.6,55.2,20.7,15.5,26.7,28.7,15.3,19.5,7.3,7.1,10.9,20.5,59,48,67.7,32.6,87.4,64.7,47.8
108,E08,Yorkshire and The Humber,6800,4620,P,12569,5293,39.8,48.5,6.3,3.2,2.1,6.2,1.3,2.8,2.3,6.4,6.3,19.4,21,6.1,9.4,5.3,1.4,0.5,98.1,0.8,0.9,0.2,0.2,72.5,25.1,11.5,14.8,27.7,15.6,19.9,2.2,5.3,7.7,29.2,48.5,3.6,60.2,27.9,82.5,56.1,29.6
109,E07,East Midlands,2162,1536,NP,4867,2081,43.4,50.8,4.4,3.1,1.8,5.1,0.8,2.3,2.3,5.6,5,18.7,21.5,8.8,11.6,5.9,1.8,1.1,99.1,0.4,0.4,0.1,0,79.6,37.6,10.5,9.2,32.1,14.6,14.8,2.2,4,5.8,22.9,54.6,9.4,61.2,29.5,85.6,62.6,30.5
110,E08,Yorkshire and The Humber,6971,4116,P,16433,6372,36.7,46.5,7.4,4.6,2.7,6.8,1.4,2.8,2.7,6.7,7.3,20.2,19,4.9,6.5,5.1,1.4,0.6,67.4,3.7,26,5.2,13.7,74.6,26,5.6,18.3,28,15.6,17.4,4.6,6.5,9.2,23.7,50.9,50.7,65.7,30.4,86.6,57.3,33
111,E08,North West,7651,3582,P,13008,5653,41.4,49.9,5.9,3.3,2.2,5.5,1.2,2.4,1.9,5.1,5.6,20.6,21.1,6.4,9.7,6.8,1.6,0.7,91.6,1.8,5.3,1,2.1,80.1,29.2,8.5,10.3,18.9,13.4,30.8,3.3,3.3,4.6,40.5,32.6,39.3,53.6,21.5,71.6,37.1,16.8
112,E09,London,5012,1512,P,16034,5578,31,40.7,9.2,5.5,3.4,7.7,1.3,2.4,2.3,7.5,11.1,25.3,14,3.1,4.2,2.6,0.4,0.2,58.8,22.5,9.3,2,0.7,28.4,10.8,28.3,40.2,24.4,10.6,29,9,6.3,9.2,28.4,45.8,127.3,72.4,36.5,82.5,53.6,33.7
113,E09,London,7696,2378,P,14109,6235,34,40,7.4,3.3,1.7,3.8,0.8,1.4,1.8,9.5,13.5,31.6,13.6,3.4,4.5,2.8,0.6,0.4,69.4,11.5,15.7,4,0.8,36.7,10.7,30.3,31,15,7.9,49.5,10,4.5,5.9,52.6,28.4,42.3,56.4,23.8,60.8,29.2,17
114,E06,East of England,2559,1406,P,3750,1482,37.8,46.7,6,3.4,2.4,6.8,1.5,3.5,2.4,6.6,6.4,21.4,21.1,6,6.3,4.7,0.9,0.6,75.8,7.4,15.6,11.8,1,60.4,22.3,29.6,8.5,23.3,18.4,22.2,3.8,5.4,7.2,31.4,45.8,36,58.9,28.1,81.6,52.8,28.7
115,E09,London,6612,3703,P,10442,3832,36.4,45.7,6.9,3.8,2.5,7.2,1.6,3.2,2.8,6.9,6.2,22.2,19.8,4.7,6.7,4,1.1,0.5,75.4,13.4,8.3,1.8,0.6,44.4,12,44.5,9,30.8,14.3,21.2,5.3,6.6,9.9,26,47.8,44.2,68,34.2,84.5,56.1,30.3
116,E06,South East,3579,2099,P,8093,3490,38,46.3,7.1,3.6,2,5.4,1.3,2.3,2,5,7.2,24.3,21.6,6.3,7,3.4,0.9,0.6,92.3,3.3,3.7,1.4,0.4,69.2,17.4,18.5,11.5,18.2,17.4,26,1.9,3.9,4.9,37.4,37.6,48,51.7,19.2,78.2,44.4,19.7
117,E08,North West,6678,4102,P,11683,5090,42.4,50.7,5.2,3.1,2,5.7,1.3,2.5,2.6,5.5,5.2,18.5,21.1,6,10.5,8.1,1.7,0.9,95.5,1.7,2.4,0.5,0.8,84.6,32.9,5.6,9.2,25.9,15.7,17.5,2.7,3.2,4.4,29.4,41.4,23.2,58.6,25.6,84.6,50.3,22.2
118,E09,London,8747,4032,P,12472,4995,34.9,41.2,7.6,3.3,1.6,3.7,0.7,1.7,2,9,13.3,29.4,13.6,3.7,5.5,3.5,0.9,0.5,41.5,10.5,43,25.9,4.2,41.9,16.1,11,44.6,11.7,8.4,46,9,4.8,6.5,45.2,31.6,73.2,59.5,22.9,63.9,33.9,19.5
119,E07,East of England,3079,1232,P,6437,2593,41,51.5,7.2,3.9,2.7,6.6,1.3,2.7,1.9,3.7,3.7,19.3,21.3,6.7,10,6.5,1.8,0.8,95.7,2.1,1.7,0.3,0.1,76.4,31.7,15.3,6.9,13,11.2,43.7,2.7,2.9,4,51,23.5,2.6,44.6,13.7,55.1,27.5,12.1
120,E08,West Midlands,4675,2526,P,12698,4802,31.3,38.2,8.4,3.5,2.1,5,1.1,2.5,5,15.6,11.3,22.2,12.6,2.6,4.4,2.7,0.7,0.2,38.4,18.6,36.5,13.6,11.5,36.6,15.3,33.5,27.1,25.8,13.4,19.9,22.1,9.3,15.2,18,66.4,36.5,75.7,39.9,91.8,64.3,45.5
121,E06,East of England,4979,2370,P,11109,5221,39.2,45.3,6.7,2.3,1.2,3.5,0.6,1.7,2.4,8.9,10.6,25.1,16.4,4.5,6.5,5.8,2.1,1.5,85.4,5.9,7,1.7,0.6,43.7,15.8,3.3,51.3,22,13.5,26.2,6.1,7,9.6,33.3,43,69.4,64.4,30,80.7,46.5,26.6
122,E06,East Midlands,5782,1829,P,21503,7699,28.7,31.1,3.6,1.7,1,2.7,0.5,1.1,12.5,34.6,10.8,15.4,9,2.2,2.7,1.7,0.4,0.2,60.4,13.1,22.8,6.3,7.1,22.7,9.6,19.9,55.9,11,6.3,28,51,4.2,8.8,37.1,46.1,91.2,60.1,24.2,83.6,29.1,20.9
123,E09,London,6695,2449,P,13844,5175,38.7,46.5,6.2,3.1,2.2,5.4,1.2,2.3,2.1,7.3,8.4,21.8,19.5,5.1,8,5.4,1.2,0.7,66.8,9.4,17.9,8,1.1,65.8,27.9,10.7,22.4,16.3,9.5,40,7.2,4.3,6.1,44.4,28.5,54.3,54.9,22.4,66.6,34.7,18.6
124,E09,London,10662,4997,P,15958,6409,40.7,50.1,5.7,3.5,2.2,7.3,1.5,2.6,2.3,5,4.5,19.6,22.3,6,8,6.8,1.7,1,84,7.4,6.5,2,0.4,81.6,29.9,7.5,9.7,17.1,13.4,33.8,3.3,3.1,4.3,46.3,23.7,31.5,47.7,17.4,67.7,29,12.6
125,E09,London,3661,1972,P,11441,3898,34.4,43.9,8.2,4.8,2.4,6.5,1.6,3.1,2.7,7.2,8.4,23.7,16.6,3.9,5.7,3.9,0.9,0.4,37.4,17,39.8,19.9,4.3,53.6,18,15.1,29.1,20.9,13.6,27.2,7.8,6.1,8.9,28.9,45.5,98.3,66.8,31.1,81.4,54.1,31.6
126,E08,North East,5527,3390,P,11882,4882,40.1,48.6,5.4,3.6,2.1,6.3,1.4,2.4,2.3,5.5,6.1,20.3,21.1,8.1,9.4,4.4,1.1,0.5,97.9,0.4,1.5,0.4,0.1,68.3,22.8,23.2,7.8,25,16.9,19.2,3.2,4.2,6.1,28,48.2,17.5,57.7,25.4,84.6,52.8,29.2
127,E09,London,7446,1761,NP,16596,7119,32.8,38.9,7.5,3.2,1.7,4.1,0.9,1.7,4.2,10.5,12.4,30.2,13,2.8,3.9,2.7,0.7,0.4,66.7,17.2,12.2,2.4,0.6,32.1,9.8,37.3,27.7,12.8,6.9,49.9,14.5,4.9,6.7,54.7,27.9,67.1,54.3,21.8,57.5,29.1,18.3
128,E08,West Midlands,6859,5159,P,13301,5725,40.3,49.4,6.3,3.4,2.2,6.2,1.5,2.8,2.4,6,5.5,18.6,21.4,5.9,9,6.8,1.6,0.5,95.7,2,2,0.5,0.3,59.4,21.8,29.4,9.8,40.1,14.7,12.8,2.7,7.2,10.9,21.1,58.9,38.2,70.7,38.7,88.4,65.9,35.1
129,E09,London,4358,2223,NP,12711,3961,35.5,42.1,6.7,3.2,1.7,4.8,1,1.8,2.2,9.7,13.6,24.1,15.7,4.2,6.2,3.8,0.8,0.5,24.1,6,65.4,39.7,8.4,48.1,20.6,13.7,34.8,16.3,11,33.5,10.9,4.7,6.6,27.5,47.9,80.4,75,33.7,83.6,54.6,29.8
130,E06,East of England,3596,1634,P,7816,3266,37.7,46.3,6.8,3.6,2.4,6.4,1.1,2.5,2.4,7.2,5.7,23.3,20.6,5.1,6.9,4.4,1.2,0.5,86.7,5.2,6.8,2.6,1,72.8,27.1,7.2,18.9,15.1,13,34.3,6.5,3.6,4.7,41.8,32.6,20.6,45,15.2,70,36.4,17
131,E07,North West,1616,682,P,3988,1782,45.7,51.5,3.8,2.1,1.3,3.7,1.1,1.8,1.7,6.6,6.7,18.4,21.1,7.1,12.1,9.3,2.2,1.1,97.8,0.6,1.4,0.2,0.2,53.7,34.1,23.2,19.8,15.6,11.8,34.4,3.7,1.9,2.5,32.2,38.1,0.4,53.8,16.1,79.6,48,20.9
132,E06,South East,2274,1318,P,6326,2064,35.2,42.5,6.3,3.8,2.1,5.8,1.2,2.3,2.4,12.6,9.5,21.9,17.5,4.6,4.9,3.6,1,0.5,84.3,1.9,12.5,1.4,0.5,71.6,22.1,6.7,20.6,14.3,13.6,32.6,3.1,2.6,3.2,48.6,27.7,16,45.2,14.2,72.1,32.8,12.9
133,E07,West Midlands,2327,1473,P,4524,1773,41,50.1,4.5,3.6,2.6,7.2,1.3,3.1,2.4,4.4,4.1,19.2,22.7,8.7,9.6,5.2,1.1,0.3,98,0.7,1,0.7,0,82.6,31.7,7.1,9.1,19.3,13.9,27.6,2.9,2.6,3.6,37.9,34.2,3.2,47.1,15.5,73.4,38.9,16.1
134,E07,East of England,2534,1309,P,5106,2175,38.2,47.6,7.6,3.5,2.6,6,1.3,2.6,2.5,5.9,6.8,22.1,18.7,4.6,7.5,6.1,1.3,0.8,83,7.9,7.3,2.2,0.4,50.6,19.5,40.1,8.4,25.2,16.2,23.8,3.2,6.1,8.2,31.4,46.5,38.6,60.3,25.9,77.2,52.3,29.3
135,E07,South East,2199,1220,P,4236,1695,43,52.6,5.6,4.1,2.7,5.8,1.1,2.5,2.3,4,3.7,17.8,20.9,7.3,11.3,7.8,1.9,1.2,97.9,0.4,1.6,0.3,0.1,80.1,37.1,10.5,6,16.8,13.6,32,2.3,2.6,3.6,43.8,26.5,4.8,48.2,14.5,66.7,36.1,14.5
136,E07,West Midlands,3787,2649,P,6805,2731,40.7,49.2,5.2,3.4,2.2,6.1,1.2,3.2,2.5,5.3,4.8,19.6,21.9,8.1,11.2,4,0.9,0.4,98.2,0.7,0.7,0.4,0,80.8,31.1,9.6,8.7,25.1,16.4,18.4,2.4,3.6,5.2,27.6,48.1,4.1,58.1,23.6,85.5,56.9,27.9
137,E06,East of England,3744,2080,P,7166,2940,37.8,46.4,6.9,4,2.2,5.5,1.2,2.4,2,6.3,8.1,22.4,19.2,5.9,7,4.9,1.3,0.6,73.8,6.1,18.9,13.9,0.8,67.4,24,12.6,17.6,23.4,16.8,19.1,3.7,4.7,6.3,26.3,48.1,53.3,61,26.2,86.9,56.6,31.7
138,E07,South East,2246,1264,P,2620,1080,43.8,52.4,4.5,3.3,2.2,5.1,1.6,3.3,1.5,4.9,3,17.7,23.1,8.3,12.2,7.4,1.4,0.5,98.2,0.3,1.5,0.3,0,83,36.8,5.2,9.6,17.3,13.8,29.5,1.6,2.5,3.6,41.6,25.9,1.4,46.7,16.5,66,36.3,15.4
139,E08,West Midlands,7296,4537,P,11911,4918,42.5,51.3,5.4,3.3,2.2,5.8,1.2,2.9,2.3,5,5.1,17.9,20.7,6.8,10.6,8,1.8,0.8,93,1.5,3,0.8,1.2,77.5,33.5,14.5,6.6,26.8,13.2,23,2.9,4.3,6.2,33.2,39,25.6,57.2,26.4,77.2,46,22.7
140,E07,East of England,4784,2451,P,7291,2899,42,51.7,5.2,4.4,2.4,6.8,1.4,2.7,1.8,3.7,3.2,18.3,23.8,7.8,9.9,5.8,1.7,1.1,96,1.5,2.3,0.3,0.2,65,25.8,18.5,14.5,18.1,12.7,35,2.1,2.4,3.3,45.1,27.6,0.7,44.2,15.4,63,34.9,13.7
141,E09,London,4240,1853,P,11170,3683,37.6,46.5,6.5,4.1,2.4,6.4,1.2,2.8,2.1,6.2,7.5,22.2,19.7,5,7.4,5.2,0.9,0.4,34.5,6.4,55.6,27.8,3.5,72.1,26.5,2.3,24.5,13.7,10.9,37.9,7,3.8,5.4,41.6,31.4,74.9,55.9,20.6,67.6,37.4,21.4
142,E06,East of England,2985,1302,P,7239,2872,40.2,46.9,4.1,2.1,1.6,5.4,1.5,3.6,8,8.4,6.4,16.6,18,5.8,7.9,6.8,2.3,1.5,85.5,5.2,8.4,2.7,0.8,68.1,30.8,6.5,23.3,15.4,9,33,15.4,3.4,5.1,43.1,33.2,36.5,52.9,18.7,65.2,33.9,17.3
143,E09,London,5980,3021,P,16094,5881,33.3,43.7,9.1,5,2.9,7.6,1.7,3.2,3,7.4,7.9,21.2,17.1,3.6,5.8,3.5,0.7,0.3,57.8,24.7,9.2,1.8,0.5,51.2,16.3,24.1,22.6,30.1,15.8,18.6,7.1,7.3,11.2,22.2,53.1,35.5,72.8,34.7,87.9,59.7,36.4
144,E09,London,4458,1938,P,10316,4046,33.3,40.8,8.2,3.5,2,5.5,1.1,2.3,2.3,7,12,29,16.4,3.4,4.4,2.3,0.5,0.2,53.2,17.1,25.8,4.2,3.9,45.8,11.6,21.9,30.8,18.1,11.1,32.6,7,5.5,7.3,32,41.1,89.7,63.1,25.5,79.2,49.7,27.7
145,E07,North West,2115,1122,P,2065,957,41,49.6,5.9,4,3,4.4,1.3,2.1,1.7,5.1,6.1,21.4,19.5,7.1,9.5,6.4,1.6,0.9,99.2,0.3,0.2,0.1,0,66.3,25.5,21.8,10.6,29.2,15.6,18.3,1.4,2.7,3.7,22.6,56.8,18.2,59.5,29.4,88.3,65.9,34.4
146,E09,London,5903,1423,NP,13530,5964,36.7,43.6,7.6,2.9,2,4,0.8,1.4,1.5,6.2,9.4,30.6,18.8,4.8,6,2.9,0.7,0.4,79.2,6.7,10,2.9,1,57.5,22.1,9.2,31.8,9,5.7,57.8,5.8,3.4,4.4,61.7,18.8,96.8,44.4,16.6,51.1,20.3,10.3
147,E09,London,5851,1548,P,11591,5128,37.6,45.4,7.2,3.8,2.1,4.8,0.9,1.8,1.5,5.5,8.1,27.2,19.6,5.6,6.7,3.7,0.9,0.5,80.9,5.5,9.7,3,0.8,59.3,22.9,15.2,24.4,9.2,6.7,56,4.4,3,3.9,60.2,18.6,61.8,42.7,16.1,52.2,19.4,10.8
148,E08,North West,7296,3729,P,13651,6194,39.2,47.1,6.1,3.2,2,5.4,1.4,2.3,2.1,5.8,7.2,23.2,20.6,5.7,8.2,4.9,1.3,0.5,93.3,2.2,3.7,0.4,1.3,74.1,25.6,10.9,14,24.2,15.2,23.3,3.2,4.2,5.7,31,42.6,36.1,58,26.5,81.3,49.9,24.5
149,E09,London,8463,4467,P,15176,6235,39.6,49.2,6.5,3.7,2.5,6.9,1.2,2.8,2.3,5.2,4.7,21.2,20.5,5.9,7.9,6.3,1.6,0.8,87.2,5.8,5.5,1.6,0.3,73.2,26.2,15.6,9.8,20.5,14.9,28.3,3.3,4.2,5.9,39.4,29.6,18.7,53.1,21.6,73.2,37.2,17.8
150,E06,East Midlands,6130,3105,P,19396,8480,31.8,36.9,5.9,3,1.6,4.3,0.8,1.8,7.9,21.6,9.7,18.8,13.1,3.3,4.3,2.9,0.6,0.3,57.8,20.8,17.3,3.9,3.5,25.4,8.9,42.4,29.7,25.2,11.5,17.6,31.1,7.2,13.1,18.6,65.5,78.4,74.6,37.3,92,53.8,38.7
151,E07,East of England,1820,749,P,2707,1116,42.8,52.7,4.9,4.5,2.7,6.9,1.1,2.4,1.3,3.2,3.2,17.1,24.8,7.5,12.1,6.3,1.4,0.6,97.4,0.4,1.3,0.2,0.3,75.1,32.9,10.3,12.9,15,10.7,43.8,1.4,2.3,3.2,50.9,22,0.7,43.3,13.5,54.3,28.5,9.5
